clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds
25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.520637077,0.435203234,38.64163944
12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.527591617,0.460305334,44.62396561
12.5,0.25,0.25,0.38,0.25,86,52,71.9,62,30,50.8,24,0.39,0.476911433,0.438586418,33.53267475
12.5,0.25,0.38,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.476364762,0.437359742,34.66057255
12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.600340952,0.500647106,37.99704008
20,0.537,0.117,0.409,0.058,86,52,71.9,62,30,50.8,3.77,0.06,0.467905283,0.438095887,34.8789274
12.5,0.25,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.62677511,0.513171554,45.06919216
12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.566319234,0.463217326,37.54210856
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.495987728,0.424657113,35.16668937
12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,24,0.39,0.44371199,0.420093742,32.88840203
25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.474162324,0.470719472,38.69800786
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.5143032,0.452027468,36.36293728
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.427020997,0.391524096,31.77298278
12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.555726691,0.474798231,38.84880688
25,0.5,0.38,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.551234401,0.471279313,38.6454264
25,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.455614374,0.405525072,32.5057415
12.5,0.25,0.25,0.38,0.38,94.6,57.2,79,68.2,33,55.9,16,0.26,0.469150447,0.43491928,34.95797729
25,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.320417393,0.372179064,27.8743632
25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.407072571,0.409248903,31.78225878
25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.382036352,0.375406416,30.8920749
25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.464260194,0.419747673,33.34012862
25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.498952193,0.448887241,36.01862394
12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.572046486,0.488615886,39.98873363
12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.603371908,0.500653697,42.13153821
12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.544066693,0.478935976,38.64163782
12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,1,0.1,0.549794912,0.454725217,41.71941614
12.5,0.25,0.38,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.626280739,0.516063505,43.36494454
25,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,24,0.39,0.369603345,0.388821721,29.31600198
25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.546933829,0.471161461,38.7513957
25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.420206355,0.39248084,30.12737627
25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.439423956,0.393781726,31.44841986
12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.369603345,0.387580455,29.31600198
12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.424778393,0.402855862,31.44841986
25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.619006054,0.527735445,44.59947057
25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.460510431,0.402838656,31.09005649
12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.614621141,0.5145695,43.68715255
25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.459087683,0.402855862,32.31099546
25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.508104246,0.452027468,36.83081961
25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.544066693,0.468493268,38.64034468
25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,34,0.56,0.410253857,0.409260571,31.88184658
12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.506987743,0.45230956,36.82658691
25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.476178181,0.438586418,34.76957798
25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.470643424,0.466670798,34.83881461
12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,16,0.26,0.509989204,0.456936833,37.80706195
12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.583697575,0.482807121,40.65549833
12.5,0.25,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.574708327,0.48335599,40.48453443
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.45382643,0.409907136,32.68039834
25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.52391434,0.460796109,37.75813832
25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.488014406,0.418219535,34.33876109
12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.565085745,0.47767525,39.46756134
25,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.444089347,0.42403139,33.93441738
25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.566319234,0.488005014,39.09961353
12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,24,0.39,0.465538066,0.426371416,33.55926075
25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.496636394,0.446912521,35.55891105
25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.508104246,0.459420676,36.21076317
12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.582848693,0.487056813,40.37019338
12.5,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,34,0.56,0.401490054,0.409438226,31.11988062
12.5,0.25,0.25,0.25,0.75,86,52,71.9,62,30,50.8,34,0.56,0.46751899,0.428118259,33.52074419
25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.384646205,0.392302807,29.74258268
12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.551234401,0.455238354,39.33251373
25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.524887803,0.45782887,36.97636061
12.5,0.25,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.63346314,0.5251356,44.57214339
25,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.284442614,0.35441498,33.16394425
25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.478469338,0.416309732,32.6584962
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.548367299,0.469892684,35.50605382
25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.459087683,0.424311942,32.78937613
25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.494906594,0.444690988,35.77113923
12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.599953146,0.495799217,41.61500537
12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.532303678,0.433407697,35.6026819
12.5,0.25,0.25,0.63,0.63,86,52,71.9,62,30,50.8,34,0.56,0.483249032,0.438630573,34.89995717
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.541142146,0.466492143,38.74276374
25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,24,0.39,0.508675267,0.453119748,36.3572405
25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.528518697,0.463806532,40.57450377
12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.611725787,0.51715975,43.2784975
25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,34,0.56,0.479449351,0.439278501,33.3406292
12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.566719686,0.471161461,45.48708185
12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.603493403,0.509645194,42.13153821
25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.500207249,0.432754792,35.41408191
25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.480072982,0.442248924,34.13758465
12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.385085745,0.395435754,31.10924166
12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.488485703,0.446518367,37.54210856
25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.456503309,0.418732102,32.60317761
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.52332906,0.461179325,37.80745277
12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.622419314,0.513585375,43.7550339
25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.479826828,0.43491928,34.31778045
12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.641617746,0.529501569,45.718182
12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.353235517,0.382836179,28.79344014
25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.51204794,0.457845739,36.31114278
25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.469631675,0.439422701,34.0430221
37.5,0.75,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.394441163,0.408088064,30.80685608
12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.588987285,0.488638858,40.39944387
12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.571708025,0.485912698,40.54647951
12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.52391434,0.463064582,37.38218685
12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.569713565,0.450498441,36.68541263
12.5,0.25,0.38,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.601353783,0.497916665,41.78212739
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.496618271,0.44252903,36.97636061
12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.521119725,0.460322355,37.25124178
12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,1,0.1,0.62818447,0.517544673,43.3126693
12.5,0.25,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.567958657,0.460369104,37.67566796
25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.466297848,0.434276914,34.53114233
25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.447780771,0.42726083,31.64262219
25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.459356717,0.406869398,32.70643359
12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.572611128,0.485989695,40.12609155
25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,24,0.39,0.474009658,0.433693695,37.90850822
12.5,0.25,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.559324725,0.471650366,39.98873363
12.5,0.25,0.25,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.598645112,0.499370198,41.54582317
25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.490242145,0.417908804,34.20739786
12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.606612254,0.500292047,41.93725753
12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.509158377,0.459383737,37.55556802
25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.496270554,0.445497348,35.20741312
12.5,0.25,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.548367299,0.475965002,39.1606042
12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.492076861,0.429230513,35.72210168
25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.378833119,0.390310494,29.90851804
25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.466279462,0.418732102,35.05053194
25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.50476135,0.452027468,36.83085922
12.5,0.25,0.25,0.25,0.5,86,52,71.9,62,30,50.8,24,0.39,0.477961423,0.438231396,34.33876109
25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.483671436,0.442952601,35.88401108
25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.246568004,0.352338278,30.15219795
25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.465199368,0.427430828,34.0390339
25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.464260194,0.411220309,33.99774061
12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.527308548,0.43226586,37.96686445
12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.623063206,0.513171554,43.48595317
12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.508991582,0.455880077,36.97636061
25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.476911433,0.466670798,38.15150253
12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.5561803,0.479010781,39.15823782
25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.569713565,0.432226587,35.48700839
25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.443419908,0.426371416,33.41408191
12.5,0.25,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.545028739,0.461179325,37.52274536
25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.496826261,0.444703745,35.55753695
25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.468192461,0.435620773,33.55813441
12.5,0.25,0.25,0.25,0.5,86,52,71.9,62,30,50.8,1,0.1,0.595948108,0.491414051,41.2557857
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.489635345,0.446450716,35.55891105
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.498729997,0.442952601,35.55753695
25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.501777434,0.448647248,35.03174422
12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.56581933,0.470852882,38.48035199
12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.617635584,0.503991707,44.72163541
25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.384633032,0.400831119,30.8920749
12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.575902218,0.480382567,39.77346165
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,16,0.26,0.50476135,0.429376052,35.47263069
12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,16,0.26,0.62809913,0.524904141,43.07173864
25,0.5,0.38,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.404413049,0.403128905,31.88184658
12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.492759727,0.442535249,35.09473308
12.5,0.25,0.25,0.25,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.456503309,0.435764199,34.5553911
25,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,34,0.56,0.38581266,0.399556226,29.63179631
25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.4745752,0.438231396,34.68201491
12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.455340281,0.433737787,34.33849206
12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.426228043,0.406618165,32.29905902
37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.392583006,0.40383899,30.87322424
25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.493693466,0.447597174,35.84349356
12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,24,0.39,0.386011221,0.397661192,30.68558673
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,34,0.56,0.500189951,0.450498441,35.62231346
12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.614621141,0.514873193,43.68715255
25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.425493214,0.413625114,33.94201411
25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.610993712,0.503663416,37.52274536
37.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,24,0.39,0.459087683,0.423865656,32.70643359
12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.550864261,0.472979714,39.18675925
20,0,0.117,0.147,0.021,77.4,46.8,64.7,55.8,27,45.8,3.77,0.06,0.479635345,0.479635345,39.81661146
12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.559628479,0.470852882,38.84880688
25,0.5,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.465538066,0.423865656,34.33849206
25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.536899811,0.465041445,46.58510531
25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.429000524,0.397617195,29.84228529
12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.565239387,0.479866804,38.77478764
25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.539255853,0.462462315,39.8226933
25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.408178454,0.403476889,31.6656798
12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.493757519,0.466670798,35.26003436
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.528518697,0.438095887,35.82485206
12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.565976484,0.478162473,39.33777176
25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.521950271,0.456936833,36.85236256
12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.579179402,0.486003684,40.57450377
12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,16,0.26,0.622419314,0.513585375,43.7550339
25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,16,0.26,0.542831206,0.47335599,37.38218685
25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.400444062,0.392668897,31.74366526
25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.496270554,0.448647248,35.89837298
25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.551775489,0.472760521,38.65527495
25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.548367299,0.476928353,39.33251373
25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.492545864,0.452143541,35.89837298
25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.454381334,0.42782472,33.55926075
12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.532482559,0.466474508,38.17659701
12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,1,0.1,0.576602444,0.487427885,40.45342047
25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.466109593,0.401383781,33.76469664
12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.578114733,0.476308423,40.48453443
12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.603524723,0.497864974,41.61500537
12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.53513718,0.469892556,38.38301202
12.5,0.25,0.25,0.75,0.5,86,52,71.9,62,30,50.8,1,0.1,0.53434503,0.461903766,37.90850822
12.5,0.25,0.38,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.528899809,0.486816771,40.55342047
25,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.417072864,0.392668897,31.36831014
12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.449875425,0.392787396,31.77298278
12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.523845567,0.433081146,37.30376378
12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.50476135,0.430253104,35.01862394
25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.52380127,0.463152392,37.55556802
25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.485336051,0.419747673,35.37114225
12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.385021951,0.382668892,30.93853206
25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.55788532,0.471665153,37.90930402
12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,16,0.26,0.565324698,0.486789422,39.09688443
25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.582774674,0.491813116,40.03764422
25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.460960916,0.411590845,32.60317761
12.5,0.25,0.25,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.626397463,0.516063505,39.09688443
25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,24,0.39,0.429580755,0.402362581,31.79835142
25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.489326401,0.426371416,35.92331365
25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.393394771,0.401091418,30.39027791
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.474162324,0.419747673,34.89995717
25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.38895631,0.388135964,30.56258602
12.5,0.25,0.25,0.25,0.5,86,52,71.9,62,30,50.8,34,0.56,0.483249032,0.424078184,33.95797729
12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.565324698,0.488615886,39.85898134
12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,1,0.1,0.594836828,0.498475898,41.35738644
12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.586602539,0.488615886,40.45342047
25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,34,0.56,0.603524723,0.500524535,39.55976952
25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.500207249,0.444139023,35.72822346
25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.33592747,0.377011619,28.13589892
12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.609612922,0.503371107,42.23972427
12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.488485703,0.443254519,33.52074419
12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.631790257,0.521053692,45.47838117
25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.36099568,0.388860282,29.55801912
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,34,0.56,0.484731443,0.447853006,35.6026819
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.509989204,0.45230956,36.83085922
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.595065655,0.497978979,41.91637397
25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.424394344,0.418732102,32.78937613
25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.462795445,0.437265704,34.8499528
25,0.5,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.410849197,0.409862936,31.86773783
